"Gene","DSP-1001660019915-A-A02.dcc","DSP-1001660019915-A-A03.dcc","DSP-1001660019915-A-A04.dcc","DSP-1001660019915-A-A05.dcc","DSP-1001660019915-A-A06.dcc","DSP-1001660019915-A-A07.dcc","DSP-1001660019915-A-A08.dcc","DSP-1001660019915-A-A09.dcc","DSP-1001660019915-A-A10.dcc","DSP-1001660019915-A-A11.dcc","DSP-1001660019915-A-A12.dcc","DSP-1001660019915-A-B01.dcc","DSP-1001660019915-A-B02.dcc","DSP-1001660019915-A-B03.dcc","DSP-1001660019915-A-B04.dcc","DSP-1001660019915-A-B05.dcc","DSP-1001660019915-A-B06.dcc","DSP-1001660019915-A-B07.dcc","DSP-1001660019915-A-B08.dcc","DSP-1001660019915-A-B09.dcc","DSP-1001660019915-A-B10.dcc","DSP-1001660019915-A-B11.dcc","DSP-1001660019915-A-B12.dcc","DSP-1001660019915-A-C01.dcc","DSP-1001660019915-A-C02.dcc","DSP-1001660019915-A-C03.dcc","DSP-1001660019915-A-C04.dcc","DSP-1001660019915-A-C05.dcc","DSP-1001660019915-A-C07.dcc","DSP-1001660019915-A-C08.dcc","DSP-1001660019915-A-C09.dcc","DSP-1001660019915-A-C10.dcc","DSP-1001660019915-A-C11.dcc","DSP-1001660019915-A-C12.dcc","DSP-1001660019915-A-D02.dcc","DSP-1001660019915-A-D03.dcc","DSP-1001660019915-A-D04.dcc","DSP-1001660019915-A-D05.dcc","DSP-1001660019915-A-D06.dcc","DSP-1001660019915-A-D07.dcc","DSP-1001660019915-A-D08.dcc","DSP-1001660019915-A-D11.dcc","DSP-1001660019915-A-D12.dcc"
"Ctdsp1",1,0,0,0,0,1,1.58496250072116,0,0,1,2.32192809488736,5.24792751344359,1.58496250072116,1,1,0,0,0,0,1,0,2,3.8073549220576,1,0,2.32192809488736,0,0,0,2.32192809488736,1,1,1,1.58496250072116,0,0,0,1,1,1,0,0,0
"Ctdsp2",1.58496250072116,0,1,1,0,1,3,1.58496250072116,0,1,1,5.04439411935845,1,0,1,2,0,1,1,0,1,0,3.32192809488736,1,1.58496250072116,0,1,1.58496250072116,1,0,0,0,0,2,0,1,1,0,0,0,0,1.58496250072116,1
"Ctdspl",1,0,1,0,1.58496250072116,2,0,1,0,0,0,4.95419631038687,1.58496250072116,1.58496250072116,1,0,0,0,1.58496250072116,0,0,2,3.58496250072116,1.58496250072116,2.58496250072116,2,1,1,0,0,3,0,1,2,0,1,1,1.58496250072116,2.32192809488736,2,2.32192809488736,1,1
"Ctdspl2",2,1,1,0,2,0,1,0,0,1,0,5.16992500144231,1,0,1.58496250072116,0,0,0,0,1,0,0,2.8073549220576,0,1,1.58496250072116,1.58496250072116,1,0,1,0,1,1,1.58496250072116,0,0,1.58496250072116,1,1.58496250072116,1.58496250072116,1,1.58496250072116,0
"Ctf1",0,0,1.58496250072116,1.58496250072116,0,1,6.4757334309664,1.58496250072116,1,0,1,5,2,1,1,1,0,1,0,2.32192809488736,1,2.58496250072116,4.4594316186373,1.58496250072116,2,2,2.58496250072116,2,2.8073549220576,2.58496250072116,1,1.58496250072116,0,2,1,2,1.58496250072116,2.8073549220576,2.32192809488736,2,2,1,0
"Ctf2",0,0,0,0,0,0,0,0,0,1,1,5.35755200461808,0,0,0,0,0,0,0,0,1.58496250072116,1,3.4594316186373,0,1,0,0,1.58496250072116,0,2,0,0,0,1.58496250072116,0,1.58496250072116,0,0,0,0,1.58496250072116,0,1
"Cth",0,0,0,1,1,0,0,1,0,0,0,4.95419631038687,0,0,0,0,0,1,1,0,0,1,3,1,0,1,1,0,1.58496250072116,0,0,0,1,0,0,1,1.58496250072116,1,1.58496250072116,1.58496250072116,1,0,0
"Cthrc1",0,1,0,0,0,1,0,1,0,1,0,4.95419631038687,1.58496250072116,0,0,0,0,0,0,0,1.58496250072116,1,3.8073549220576,0,1,2,0,0,2,1,0,0,0,0,1.58496250072116,0,2.58496250072116,1,2,1,0,0,0
"Ctif",0,0,0,0,0,1.58496250072116,0,2.32192809488736,0,1.58496250072116,0,5.08746284125034,1,0,0,0,1,0,1,1.58496250072116,0,0,3.4594316186373,1.58496250072116,0,1.58496250072116,0,1.58496250072116,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"Ctla2a",0,1,0,2.32192809488736,0,1,0,0,1,0,0,4,0,1.58496250072116,1.58496250072116,0,0,0,0,0,0,0,3.16992500144231,2.32192809488736,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.32192809488736,0,0,0,0
"Ctla2b",0,0,0,0,0,0,0,1,0,0,0,4.90689059560852,0,0,0,0,0,0,0,0,0,1,2.8073549220576,0,0,2,0,2.32192809488736,0,1,1.58496250072116,1,0,0,0,0,0,0,1,2,0,0,0
"Ctla4",0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1.58496250072116,1,0,0,2.8073549220576,1,1,5.04439411935845,0,1.58496250072116,0,0,1,1.58496250072116,1.58496250072116,0,1,1,1.58496250072116,0,0,1,0,0,0
"Ctnna1",0,0,1.58496250072116,1.58496250072116,1,1.58496250072116,1,0,1.58496250072116,0,2,4.4594316186373,1,0,0,0,1,0,0,0,0,1,3.4594316186373,0,1,1,0,1,0,1.58496250072116,0,0,2,1,0,1.58496250072116,0,1,0,0,2,0,0
"Ctnna2",3.4594316186373,1.58496250072116,2.58496250072116,2.58496250072116,0,2.8073549220576,2.8073549220576,1,2,2,2,4.75488750216347,2,2.32192809488736,1.58496250072116,1.58496250072116,2.58496250072116,2.8073549220576,0,2,2.8073549220576,3.16992500144231,4.24792751344359,2.32192809488736,1.58496250072116,2.32192809488736,1.58496250072116,1.58496250072116,1,3.32192809488736,1.58496250072116,2.32192809488736,2.8073549220576,3.58496250072116,1.58496250072116,2.32192809488736,1.58496250072116,3.4594316186373,2.32192809488736,2.58496250072116,0,0,0
"Ctnna3",0,0,1,1,0,1,0,0,1,0,0,4.70043971814109,0,1.58496250072116,0,0,0,0,0,2,0,1,4.16992500144231,1,1.58496250072116,1.58496250072116,1,1.58496250072116,1,0,1.58496250072116,0,0,0,1,2.58496250072116,0,0,1.58496250072116,1.58496250072116,0,0,0
"Ctnnal1",0,0,0,0,0,0,2,1,0,0,1.58496250072116,4.52356195605701,1,1,0,1,0,0,0,1,1,1,3.16992500144231,1.58496250072116,1,1,2,0,1,0,3.90689059560852,2,1,0,0,1,1,0,2.32192809488736,0,1,0,0
"Ctnnb1",0,0,0,2,1,0,1,1.58496250072116,0,1.58496250072116,0,4.64385618977472,0,0,2.32192809488736,1.58496250072116,1.58496250072116,0,1.58496250072116,1.58496250072116,2.58496250072116,2.32192809488736,3.58496250072116,1,1,0,1,2,0,1.58496250072116,0,1.58496250072116,0,2.32192809488736,0,2.32192809488736,2.8073549220576,0,0,1,0,0,0
"Ctnnbip1",1,0,1,0,1.58496250072116,0,0,2.32192809488736,1.58496250072116,1.58496250072116,1,4.39231742277876,0,1,1.58496250072116,0,0,0,1,2.32192809488736,2.32192809488736,1,3.58496250072116,1.58496250072116,1.58496250072116,1,0,1.58496250072116,1.58496250072116,2.8073549220576,1,2,0,1,0,1.58496250072116,0,1.58496250072116,2.32192809488736,0,1,0,0
"Ctnnbl1",1,1,0,0,1.58496250072116,2,0,0,0,0,0,4.70043971814109,2.32192809488736,2,1.58496250072116,1.58496250072116,0,0,1.58496250072116,1.58496250072116,0,0,3.70043971814109,1,1,0,1,2,1,1.58496250072116,5.83289001416474,1,1.58496250072116,2,0,1,1.58496250072116,1,1,2.32192809488736,2,0,1
"Ctnnd1",0,0,0,0,1.58496250072116,0,2,1.58496250072116,1,0,0,4.39231742277876,2.32192809488736,0,1,0,1.58496250072116,0,1,0,1,2,3,0,2.32192809488736,0,0,1,0,0,0,1,1,1,1.58496250072116,0,2.32192809488736,2,0,1,1,0,0
"Ctnnd2",0,1,1,1,2,0,1,0,1,2.58496250072116,1.58496250072116,5,2,1,1,0,1,1,1,0,0,1,3.70043971814109,2,0,1,2,1,0,1,2,0,2.32192809488736,1.58496250072116,1.58496250072116,1.58496250072116,1,2,1,1.58496250072116,0,0,1.58496250072116
"Ctns",1,1,1,1.58496250072116,0,1.58496250072116,1,1,0,0,0,4.8073549220576,1.58496250072116,0,0,0,0,0,0,1.58496250072116,1,0,4.08746284125034,0,1,0,0,1.58496250072116,0,1.58496250072116,0,0,0,2,0,1,1,0,1,0,0,1,1
"Ctps",0,0,0,1,0,0,1,1,0,0,0,5.08746284125034,2,2,2,0,1.58496250072116,2,1,0,1,1,3.16992500144231,1,1.58496250072116,1.58496250072116,1.58496250072116,2,2,0,0,0,0,0,2.32192809488736,1,2.32192809488736,1,1,1.58496250072116,1,1,0
"Ctps2",0,2.32192809488736,1,0,2.32192809488736,2,0,1,1,0,1.58496250072116,4.8073549220576,1,1.58496250072116,1,2,1.58496250072116,0,2,1.58496250072116,1,1.58496250072116,4.32192809488736,1,1.58496250072116,2.58496250072116,0,1,2.32192809488736,0,0,2,2,1,1.58496250072116,1,2,2.32192809488736,1,2.32192809488736,0,0,0
