"Gene","DSP-1001660019915-A-A02.dcc","DSP-1001660019915-A-A03.dcc","DSP-1001660019915-A-A04.dcc","DSP-1001660019915-A-A05.dcc","DSP-1001660019915-A-A06.dcc","DSP-1001660019915-A-A07.dcc","DSP-1001660019915-A-A08.dcc","DSP-1001660019915-A-A09.dcc","DSP-1001660019915-A-A10.dcc","DSP-1001660019915-A-A11.dcc","DSP-1001660019915-A-A12.dcc","DSP-1001660019915-A-B01.dcc","DSP-1001660019915-A-B02.dcc","DSP-1001660019915-A-B03.dcc","DSP-1001660019915-A-B04.dcc","DSP-1001660019915-A-B05.dcc","DSP-1001660019915-A-B06.dcc","DSP-1001660019915-A-B07.dcc","DSP-1001660019915-A-B08.dcc","DSP-1001660019915-A-B09.dcc","DSP-1001660019915-A-B10.dcc","DSP-1001660019915-A-B11.dcc","DSP-1001660019915-A-B12.dcc","DSP-1001660019915-A-C01.dcc","DSP-1001660019915-A-C02.dcc","DSP-1001660019915-A-C03.dcc","DSP-1001660019915-A-C04.dcc","DSP-1001660019915-A-C05.dcc","DSP-1001660019915-A-C07.dcc","DSP-1001660019915-A-C08.dcc","DSP-1001660019915-A-C09.dcc","DSP-1001660019915-A-C10.dcc","DSP-1001660019915-A-C11.dcc","DSP-1001660019915-A-C12.dcc","DSP-1001660019915-A-D02.dcc","DSP-1001660019915-A-D03.dcc","DSP-1001660019915-A-D04.dcc","DSP-1001660019915-A-D05.dcc","DSP-1001660019915-A-D06.dcc","DSP-1001660019915-A-D07.dcc","DSP-1001660019915-A-D08.dcc","DSP-1001660019915-A-D11.dcc","DSP-1001660019915-A-D12.dcc"
"Zcrb1",0,0,0,0,1.58496250072116,0,0,0,0,2,1.58496250072116,4.39231742277876,0,0,0,0,0,1,0,0,0,0,3.32192809488736,0,0,0,1,1,0,0,1,0,2.32192809488736,1,2.32192809488736,1,1,0,0,1,0,0,0
"Zcwpw1",0,1,0,0,0,0,0,0,0,1,0,5.16992500144231,1.58496250072116,0,0,0,0,1,0,1,0,0,2.8073549220576,2.8073549220576,0,1,1,0,1,1.58496250072116,1.58496250072116,0,1.58496250072116,0,1,0,0,0,0,0,0,0,0
"Zcwpw2",0,0,1,0,3,0,1,1,0,0,0,4.75488750216347,0,0,0,0,0,0,0,1,1,1.58496250072116,4.52356195605701,1,1,2.58496250072116,1,1,0,0,0,0,1,1.58496250072116,1,0,1.58496250072116,0,1.58496250072116,1,1.58496250072116,0,0
"Zdbf2",1,0,0,0,0,0,1.58496250072116,0,1.58496250072116,0,0,5.16992500144231,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,1.58496250072116,0,0,1,0,1,1.58496250072116,0,0,1.58496250072116,1.58496250072116,0,0,0,0
"Zdhhc1",0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,0,1,4.39231742277876,0,0,0,1,0,1,2,0,0,1,3.4594316186373,0,1.58496250072116,1,0,0,1,1,0,0,1,1,0,0,0,1.58496250072116,0,1.58496250072116,1,0,0
"Zdhhc11",0,0,0,0,0,1,0,2.32192809488736,0,0,0,4.75488750216347,0,0,1,0,0,0,1,0,0,0,3.90689059560852,0,2,0,1,1,0,0,0,0,5.04439411935845,0,0,2,1,0,0,0,0,0,0
"Zdhhc12",0,0,0,0,0,1.58496250072116,1.58496250072116,0,0,1.58496250072116,0,4.75488750216347,0,0,0,0,0,0,0,1.58496250072116,0,0,3.16992500144231,0,0,0,1,0,2,2,0,1.58496250072116,0,1.58496250072116,1,1.58496250072116,0,0,1,0,0,0,0
"Zdhhc13",0,0,0,0,1,0,0,1.58496250072116,0,0,0,4.8073549220576,1.58496250072116,0,0,1,0,1,1,1,0,1,3.4594316186373,1.58496250072116,1.58496250072116,0,2,0,0,1,1,0,1,1,1,1.58496250072116,1.58496250072116,2.58496250072116,0,0,1,0,0
"Zdhhc14",0,0,0,0,1,0,0,0,1,0,1.58496250072116,4.70043971814109,1,0,2.32192809488736,0,0,0,1,0,1,0,3.4594316186373,0,1,0,0,1.58496250072116,2.32192809488736,1.58496250072116,0,2,0,0,0,0,1.58496250072116,0,0,0,1,0,0
"Zdhhc15",0,0,0,1,0,0,1,1.58496250072116,0,0,2.32192809488736,4.95419631038687,0,0,1,0,1,1.58496250072116,1,2,1.58496250072116,2.32192809488736,3.32192809488736,0,0,1,1.58496250072116,1,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0
"Zdhhc16",0,0,0,0,0,0,0,1.58496250072116,0,0,0,4.64385618977472,1,0,1,0,0,0,1.58496250072116,0,0,1.58496250072116,3.58496250072116,0,0,1,0,0,1,0,1.58496250072116,0,0,0,0,0,0,0,0,1,0,1,0
"Zdhhc17",0,0,0,0,0,1,2,0,0,1.58496250072116,0,4.8073549220576,2,0,0,2,0,1,1,0,0,1.58496250072116,3.90689059560852,2,0,1.58496250072116,0,1,0,1,1.58496250072116,2.32192809488736,2,1,0,0,0,1,1,1,1,1,0
"Zdhhc18",0,0,1.58496250072116,0,1,1,0,0,1.58496250072116,1,2,5.12928301694497,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1,0,1.58496250072116,1,2.58496250072116,1.58496250072116,3.4594316186373,1.58496250072116,0,1,1,1,0,1,1,0,0,1,1.58496250072116,1,2.58496250072116,2.58496250072116,2,2.32192809488736,1.58496250072116,0,1.58496250072116
"Zdhhc19",0,0,1,0,0,0,1,0,0,0,2,4,0,0,1,0,1,0,1.58496250072116,0,1,0,3.4594316186373,1,1,0,1,0,0,1,1,0,1,1,1.58496250072116,0,1,2,2,1.58496250072116,0,0,1.58496250072116
"Zdhhc2",1,1,0,1,1.58496250072116,0,0,0,0,1,0,4.90689059560852,0,0,2.58496250072116,1,1,0,1.58496250072116,0,1,0,3,1,2,0,2,1,0,1.58496250072116,0,1,0,1.58496250072116,0,1.58496250072116,0,1,0,1,1,1,0
"Zdhhc20",0,0,0,0,1,0,0,0,0,0,1.58496250072116,4.58496250072116,0,0,0,0,1,0,0,0,2,0,3.58496250072116,1.58496250072116,1.58496250072116,1,1,1.58496250072116,0,0,1.58496250072116,0,0,0,1.58496250072116,2,0,2,1.58496250072116,2,0,0,0
"Zdhhc21",1,0,0,1.58496250072116,1.58496250072116,1.58496250072116,1,0,0,1,0,4.70043971814109,0,0,1,1.58496250072116,2.32192809488736,0,2.32192809488736,1,0,1.58496250072116,3.58496250072116,1,1.58496250072116,1,1,0,1,0,2,0,0,1.58496250072116,1.58496250072116,1,1.58496250072116,1,1,0,0,0,0
"Zdhhc22",0,0,0,0,0,1,1,0,1.58496250072116,1,2,5.08746284125034,0,1,1.58496250072116,0,0,0,1,0,1.58496250072116,0,3.32192809488736,1,0,0,0,0,0,1.58496250072116,0,0,1.58496250072116,1.58496250072116,1,2,2,0,1,2,2,0,0
"Zdhhc23",0,0,0,1,0,1,1.58496250072116,0,2,0,0,4.85798099512757,1,0,1,0,0,0,0,0,0,0,3.90689059560852,1.58496250072116,0,1,0,1,1.58496250072116,1,0,1.58496250072116,0,1,0,0,1,1,2,0,0,0,0
"Zdhhc24",0,0,0,1,1,0,0,0,2,1,1,4.95419631038687,1,0,2,0,1,0,0,0,0,1.58496250072116,3.16992500144231,1,0,0,0,1,0,0,1,1.58496250072116,0,0,1.58496250072116,0,0,0,0,1,0,0,0
"Zdhhc25",0,0,0,0,1,0,1.58496250072116,2,1.58496250072116,0,1.58496250072116,5,0,0,0,0,1,1,0,1,1,1,3.90689059560852,1,1.58496250072116,4.58496250072116,1.58496250072116,2,1,2,0,1,1,0,1.58496250072116,2.32192809488736,1,2.8073549220576,1.58496250072116,1,1,0,1
"Zdhhc3",0,1.58496250072116,1,0,2.32192809488736,0,2.58496250072116,0,2,1.58496250072116,2,5.08746284125034,0,1,0,1,1,0,1,2.58496250072116,1.58496250072116,1,4,0,2,1,1,1.58496250072116,2,0,1,2.32192809488736,2.8073549220576,1.58496250072116,2.8073549220576,2.32192809488736,2,1,2.32192809488736,2,1.58496250072116,1.58496250072116,0
"Zdhhc4",0,2.32192809488736,0,1.58496250072116,0,0,1.58496250072116,0,0,0,0,4.4594316186373,1,0,0,0,1,1,0,1.58496250072116,1,1,3.4594316186373,0,1,0,0,0,0,1.58496250072116,0,0,1.58496250072116,0,0,1,6.96578428466209,2,1,0,0,0,0
"Zdhhc5",1,1.58496250072116,0,0,1,2,2,1,1.58496250072116,2.32192809488736,0,4.70043971814109,1.58496250072116,0,0,1,1,2,0,2,0,1,3.70043971814109,2.8073549220576,1,2,1,1.58496250072116,2,1.58496250072116,1,0,2.58496250072116,1,0,2.58496250072116,2.58496250072116,1,1,2,0,1.58496250072116,0
"Zdhhc6",0,0,0,1,0,0,0,0,0,0,0,4.95419631038687,0,2.32192809488736,0,0,0,1.58496250072116,2,1,2,0,4.24792751344359,1,1,1,0,0,1,2,1,1.58496250072116,0,0,0,1,1.58496250072116,0,1,1,0,0,0
"Zdhhc7",1,2,0,1.58496250072116,0,2.32192809488736,1,1,1.58496250072116,3,0,4.75488750216347,1.58496250072116,2.58496250072116,1,2,1.58496250072116,1,0,0,0,2.32192809488736,3.58496250072116,1,1.58496250072116,1,0,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1,2.32192809488736,1.58496250072116,1,2.32192809488736,2.8073549220576,1.58496250072116,1.58496250072116,0,1
"Zdhhc8",0,0,0,0,0,0,0,1,2,1.58496250072116,0,5.04439411935845,1,0,0,0,0,1,1,1,1,0,3.16992500144231,1,1.58496250072116,1.58496250072116,1,0,0,1,1,1,0,1.58496250072116,0,0,0,0,1.58496250072116,1,1.58496250072116,0,0
"Zdhhc9",0,0,0,0,1,0,0,0,1,2,1.58496250072116,4.39231742277876,1.58496250072116,1,0,0,0,1,0,0,1,0,3.16992500144231,0,0,0,0,1.58496250072116,0,1.58496250072116,0,0,0,0,1.58496250072116,0,1,2,0,2.58496250072116,0,0,1
"Zeb1",1.58496250072116,0,0,1,0,0,2.32192809488736,1.58496250072116,1,2,1,4.75488750216347,1,0,1,0,0,2,0,0,2.32192809488736,1,4.24792751344359,0,2,1.58496250072116,1,1.58496250072116,1,2,1,1,0,2.32192809488736,1,2,1.58496250072116,0,0,0,0,0,1
"Zeb2",3.32192809488736,2.8073549220576,3,2.8073549220576,2.58496250072116,3.32192809488736,4.08746284125034,3.58496250072116,2.32192809488736,3.70043971814109,3.58496250072116,4.8073549220576,3.58496250072116,4,3,3,3,2.58496250072116,3.70043971814109,2.58496250072116,3.32192809488736,3.70043971814109,4.4594316186373,2.32192809488736,2.32192809488736,3,2,1.58496250072116,2.32192809488736,3.58496250072116,2.8073549220576,3.4594316186373,2.8073549220576,2.8073549220576,2.8073549220576,2.32192809488736,2.8073549220576,4.16992500144231,3.16992500144231,3.32192809488736,2,1,0
"Zer1",0,0,0,1,0,0,1,1.58496250072116,1,0,0,4.95419631038687,1,0,1,0,0,1,0,1.58496250072116,2,0,3.58496250072116,0,1,1.58496250072116,1.58496250072116,0,0,0,1,0,1,1,0,1,1,1,0,1.58496250072116,1.58496250072116,0,0
"Zfand1",1.58496250072116,1,0,0,0,0,0,0,0,1,1.58496250072116,4.8073549220576,0,1,0,1,2,1,0,1,0,0,2.8073549220576,1,0,0,0,2,0,0,0,1,1.58496250072116,1,1,0,2,1,0,1,0,0,0
"Zfand2a",0,1,3,1,1.58496250072116,0,1.58496250072116,0,2.32192809488736,2,2.58496250072116,5,1.58496250072116,0,1.58496250072116,1,1.58496250072116,2.32192809488736,1.58496250072116,0,2.58496250072116,0,3.8073549220576,0,1,2.8073549220576,0,0,0,1,1,2,1.58496250072116,2.32192809488736,2,1,2.32192809488736,2,1,2.58496250072116,0,0,0
"Zfand2b",0,0,0,0,0,0,0,0,1.58496250072116,0,0,4.70043971814109,2,0,1,1.58496250072116,1,0,1,1,1,0,3.70043971814109,0,0,0,1,0,0,0,2,0,1.58496250072116,0,0,1,1,1.58496250072116,1,0,1,0,0
"Zfand3",1,0,2,1,1,1,1,0,1,0,0,4.08746284125034,1.58496250072116,1,2,0,1,0,0,0,0,1,3.32192809488736,2.32192809488736,1.58496250072116,1.58496250072116,1.58496250072116,0,0,0,0,1,0,1.58496250072116,1,0,0,2,2.32192809488736,1.58496250072116,1.58496250072116,0,0
"Zfand4",1,0,0,0,0,0,1.58496250072116,1,0,0,0,4.70043971814109,0,0,0,1,0,0,0,1,1,0,3.70043971814109,0,0,1,1,0,0,1,1,1.58496250072116,1,0,1.58496250072116,2.8073549220576,2.32192809488736,2,1.58496250072116,0,1,0,0
"Zfand5",0,1,1.58496250072116,1.58496250072116,2.32192809488736,1.58496250072116,0,0,1.58496250072116,1,0,4.95419631038687,0,1.58496250072116,1,0,1,0,2,1,1.58496250072116,2.58496250072116,4.24792751344359,0,2,1.58496250072116,1,2.32192809488736,0,2,1,0,2.8073549220576,0,1,1.58496250072116,1.58496250072116,1,2,0,0,0,0
"Zfand6",0,0,1,0,0,1,2.32192809488736,1.58496250072116,1.58496250072116,1,1,4.8073549220576,1,0,2,0,0,0,1,1,0,0,3.32192809488736,0,1,0,1,2,0,0,1.58496250072116,2.58496250072116,1.58496250072116,0,1.58496250072116,1.58496250072116,0,1,1,0,0,0,0
"Zfat",0,0,1,0,1.58496250072116,2.58496250072116,2.32192809488736,0,1,0,0,4.85798099512757,0,0,1,1.58496250072116,1,1.58496250072116,1,0,0,1,3.58496250072116,1.58496250072116,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"Zfc3h1",1.58496250072116,2,2,0,1,2.8073549220576,3,1,2.32192809488736,1.58496250072116,1.58496250072116,5.12928301694497,2.32192809488736,1.58496250072116,0,1.58496250072116,0,2,2.58496250072116,1.58496250072116,2.58496250072116,3,4,2.8073549220576,2.8073549220576,2.58496250072116,2.32192809488736,3.16992500144231,3,1.58496250072116,2.58496250072116,2,3,2.32192809488736,2.8073549220576,2,2.32192809488736,2.8073549220576,3.16992500144231,2.58496250072116,2.8073549220576,1,2.32192809488736
"Zfhx2",0,2,1.58496250072116,1,0,2,2,0,2,3.32192809488736,1,5.16992500144231,2,2.58496250072116,2,2.32192809488736,0,1,1.58496250072116,1.58496250072116,2.58496250072116,2.32192809488736,3.70043971814109,3,2,2.58496250072116,1,0,2.8073549220576,0,3,2.32192809488736,2.32192809488736,2.32192809488736,2.32192809488736,2.8073549220576,2.8073549220576,3.32192809488736,3,2.58496250072116,1.58496250072116,0,1.58496250072116
"Zfhx3",0,0,0,0,0,0,0,0,0,0,0,5.08746284125034,0,0,0,0,0,1,0,1,0,0,3.90689059560852,1.58496250072116,0,1,0,1,0,1,0,0,0,1.58496250072116,2,1.58496250072116,2,2.32192809488736,1,0,1,0,0
"Zfhx4",0,0,0,1.58496250072116,0,0,0,0,1,0,0,4.90689059560852,1.58496250072116,0,1,0,0,1,0,0,1.58496250072116,1,3.58496250072116,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Zfp1",0,1.58496250072116,0,1,0,2.32192809488736,1,2,1,1,1,5.08746284125034,0,1,1.58496250072116,2.32192809488736,2,2.32192809488736,0,1.58496250072116,2,1.58496250072116,4.4594316186373,1,0,1,1,2.8073549220576,2,2,1.58496250072116,1.58496250072116,2,2.58496250072116,1,3.4594316186373,1,2.58496250072116,1.58496250072116,2.58496250072116,2.32192809488736,1.58496250072116,0
"Zfp101",0,1,0,1.58496250072116,1,0,0,0,0,0,0,4.95419631038687,0,0,1.58496250072116,0,0,0,0,0,0,0,2.8073549220576,2,0,0,0,0,2,0,0,0,0,0,1,2.32192809488736,1.58496250072116,2,0,1,0,0,0
"Zfp105",0,0,0,0,0,0,1,0,0,1,0,4.75488750216347,0,1,1,0,1,0,1,0,0,0,3.70043971814109,2,0,0,1,2,0,0,1,0,0,0,0,0,0,2,1,1,1.58496250072116,0,0
"Zfp106",0,2.58496250072116,2.58496250072116,0,2,2.32192809488736,0,1.58496250072116,2.32192809488736,0,1,4.85798099512757,1.58496250072116,1.58496250072116,2.8073549220576,1,1,2,2,0,1.58496250072116,2.8073549220576,3.16992500144231,3,1.58496250072116,1,1.58496250072116,2.58496250072116,1,0,2.32192809488736,1.58496250072116,1.58496250072116,3,1,1.58496250072116,1,1.58496250072116,1,2,0,0,0
"Zfp108",0,1,1,0,1,1,1,0,0,0,0,4.52356195605701,2.32192809488736,0,0,1,1,0,0,0,0,1,3.4594316186373,0,1,0,2,0,0,0,1,0,0,0,1.58496250072116,1.58496250072116,1,0,0,0,0,0,0
"Zfp109",0,0,0,0,1,0,0,0,0,1.58496250072116,0,4.90689059560852,1.58496250072116,0,0,0,0,1,0,0,0,0,3.16992500144231,1.58496250072116,0,0,0,1,1,1,0,1,0,2,2,0,2.58496250072116,1.58496250072116,1,1.58496250072116,0,0,0
"Zfp11",0,0,0,1,0,1,0,1,0,0,0,4.75488750216347,0,0,0,0,1,1,2,0,0,3,3.32192809488736,0,0,0,1,1,0,0,0,1.58496250072116,1,0,0,0,1,0,1,0,1,0,0
"Zfp110",0,0,1,0,0,0,1.58496250072116,1,1,0,0,5.64385618977472,0,0,1,0,0,1,2,1,1,0,3.8073549220576,1,0,0,1,0,0,0,0,1,1,1,1.58496250072116,0,1.58496250072116,2,0,1.58496250072116,1,0,0
"Zfp111",0,0,0,0,0,0,1.58496250072116,0,0,1,1,5.04439411935845,0,0,1,0,0,1,0,0,0,0,3.58496250072116,1,1,1,0,0,0,2.32192809488736,0,1.58496250072116,1,0,1.58496250072116,0,0,0,1,2,1,0,0
"Zfp113",1,0,0,0,0,0,1,1.58496250072116,0,1,0,4.58496250072116,0,0,0,0,0,0,0,0,1,1,3.4594316186373,2,1,1.58496250072116,2,0,1.58496250072116,2,0,0,0,0,0,2.32192809488736,1,0,0,1.58496250072116,0,0,5
"Zfp114",1,0,0,1,1,0,1.58496250072116,1.58496250072116,0,1.58496250072116,0,4.8073549220576,1,0,1.58496250072116,0,0,0,1,0,1,1,3.8073549220576,1.58496250072116,0,2.32192809488736,1.58496250072116,2,2.32192809488736,2,0,1.58496250072116,1.58496250072116,1,2,2,1,2.32192809488736,2.32192809488736,1,1,0,0
"Zfp128",0,0,1,0,1,0,0,0,0,0,1.58496250072116,4.64385618977472,0,0,0,0,1,0,0,1,0,0,3.70043971814109,1,0,2.32192809488736,1.58496250072116,0,0,0,0,0,1,0,0,1.58496250072116,1.58496250072116,2,0,0,0,1,0
"Zfp13",0,0,0,0,1,2.32192809488736,0,0,2,1,1,5,1,0,0,1,0,0,1.58496250072116,1,0,0,3.70043971814109,2.32192809488736,0,2,1,1,0,1.58496250072116,0,0,0,2.32192809488736,2,1,2.32192809488736,2.58496250072116,2.58496250072116,2,0,0,1.58496250072116
"Zfp131",0,1,1,0,1,1,0,1,0,0,0,4.70043971814109,0,1,2,0,1.58496250072116,1,1,0,0,1.58496250072116,3.32192809488736,0,1.58496250072116,1,2.58496250072116,1,1,0,0,1,0,2.32192809488736,1,1,0,1,0,0,0,0,0
"Zfp14",0,1.58496250072116,0,0,0,0,0,0,0,0,1,4.95419631038687,0,1.58496250072116,0,0,1.58496250072116,0,0,0,1.58496250072116,0,3.8073549220576,0,1,2,0,1.58496250072116,1,1.58496250072116,0,0,1,0,0,0,0,1.58496250072116,0,0,0,0,0
"Zfp141",0,0,1,1.58496250072116,0,0,1.58496250072116,1,1,0,1,4.70043971814109,0,0,0,0,0,0,0,1.58496250072116,1,0,3.70043971814109,1,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,2,1.58496250072116,0,0
"Zfp142",0,0,1,1,0,0,0,0,1,0,1,4.85798099512757,0,0,0,0,0,0,1.58496250072116,1,1.58496250072116,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.58496250072116,0,0,0
"Zfp143",0,0,0,1,0,0,0,1.58496250072116,0,0,0,4.85798099512757,1,1,1,0,0,0,1,2.32192809488736,1.58496250072116,1,3.58496250072116,0,1,1.58496250072116,1.58496250072116,1.58496250072116,1,1,0,1,0,1.58496250072116,2.32192809488736,1,1,1.58496250072116,1,1,1,0,0
"Zfp146",1,0,0,1.58496250072116,0,1.58496250072116,1,2,0,0,0,5.20945336562895,1,2.58496250072116,1,2.32192809488736,0,1,1,1,2,1,4,0,1,1.58496250072116,2,0,1,1,0,1,0,0,2,0,2,1.58496250072116,1,1,1.58496250072116,0,0
"Zfp148",1,1.58496250072116,1,1,1.58496250072116,2.32192809488736,2,2,0,1.58496250072116,0,5.04439411935845,2.8073549220576,2,2,1.58496250072116,1,2,2,2,2,1.58496250072116,2.8073549220576,2,1,1,2.58496250072116,2.58496250072116,0,2.58496250072116,1,1.58496250072116,1,2.58496250072116,1,0,2,2.58496250072116,1,0,1.58496250072116,0,1
"Zfp157",1.58496250072116,0,0,0,0,1,1,1,2,0,0,5.08746284125034,1,0,1,0,0,0,1,0,0,1,3,1.58496250072116,1.58496250072116,0,0,1,0,0,1,0,0,2,0,0,0,1.58496250072116,1.58496250072116,1,1,0,0
"Zfp160",1.58496250072116,0,0,1.58496250072116,1,0,1.58496250072116,0,0,0,1.58496250072116,3.90689059560852,1.58496250072116,0,1.58496250072116,1,1.58496250072116,0,2.32192809488736,0,1,0,3.8073549220576,1,0,0,1.58496250072116,2,0,1,0,2.32192809488736,0,2,0,1,1,2,1,1,1,0,1.58496250072116
"Zfp169",0,0,0,2.8073549220576,0,0,1,0,1.58496250072116,0,0,5.08746284125034,0,0,0,0,1,0,1,0,0,0,3.8073549220576,0,0,2.58496250072116,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zfp174",0,0,0,0,0,0,1,1,2,1,0,4.52356195605701,1,1,0,0,1,0,0,1.58496250072116,0,0,3.4594316186373,1,0,1.58496250072116,0,1,1,0,0,0,1,0,0,1,0,1,2,2.32192809488736,1,0,0
"Zfp180",5.6724253419715,5.90689059560852,5.93073733756289,6.22881869049588,6.28540221886225,6.53915881110803,6.02236781302845,6.10852445677817,6.28540221886225,6.4262647547021,6.4757334309664,6.75488750216347,6.5077946401987,6.04439411935845,6.06608919045777,5.97727992349992,5.93073733756289,6.24792751344359,6.28540221886225,6.4594316186373,6.49185309632967,6.58496250072116,6.75488750216347,6.64385618977472,6.10852445677817,6.32192809488736,5.75488750216347,6.55458885167764,4.95419631038687,6.24792751344359,6.24792751344359,6.44294349584873,6.85798099512757,6.79441586635011,6.16992500144231,6.16992500144231,6.84549005094437,6.84549005094437,6.65821148275179,6.70043971814109,5.20945336562895,5.55458885167764,5
"Zfp182",0,0,0,1,1.58496250072116,1,0,2,1.58496250072116,1.58496250072116,1,4.90689059560852,0,1.58496250072116,1,1,0,0,0,0,1,1,4.16992500144231,1,2,1,2,1,2,0,0,0,2,2,3,0,1.58496250072116,0,0,0,1,0,0
"Zfp184",0,1,1,0,0,0,1,0,0,2,1,4.70043971814109,0,0,0,0,1.58496250072116,0,0,1,2.58496250072116,0,2.8073549220576,0,1,1.58496250072116,1,0,0,1,1.58496250072116,0,0,1.58496250072116,1,0,2,1.58496250072116,2.58496250072116,0,2,0,0
"Zfp185",1,0,1,0,1,0,1,1,0,0,0,5.08746284125034,0,0,0,0,0,0,2,0,0,0,3.8073549220576,0,0,0,0,0,1.58496250072116,1,1,0,0,0,0,2.32192809488736,1.58496250072116,0,1,1,1,0,0
"Zfp189",0,0,0,0,0,1,0,0,1.58496250072116,0,1,5.04439411935845,1,0,0,0,0,0,0,0,1,1,3.16992500144231,1.58496250072116,0,1.58496250072116,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"Zfp2",0,1,0,0,2,0,0,0,0,0,0,4.58496250072116,0,0,0,0,0,0,0,0,1.58496250072116,0,3.58496250072116,1,1,1,1,0,1,1,1.58496250072116,0,0,0,0,0,1,1.58496250072116,1,1.58496250072116,0,0,0
"Zfp202",0,0,0,1,0,0,0,0,0,0,0,4.32192809488736,1,0,1,0,1.58496250072116,1,2,0,1,0,4.39231742277876,0,2,1.58496250072116,0,0,0,0,1,0,1.58496250072116,1.58496250072116,0,0,0,1,2,1,0,0,0
"Zfp207",1,0,0,0,1,0,0,0,1,1,1,5.08746284125034,1,1.58496250072116,1.58496250072116,1.58496250072116,1,2.58496250072116,1.58496250072116,0,0,0,3.90689059560852,0,0,1,1,0,0,2.32192809488736,0,1,1.58496250072116,1,1,2,1.58496250072116,2,2.8073549220576,2.58496250072116,1,0,1
"Zfp212",1,0,0,0,0,0,2.8073549220576,2,0,1,0,4.95419631038687,0,0,0,0,0,0,1.58496250072116,1.58496250072116,0,0,3.8073549220576,1.58496250072116,0,0,1.58496250072116,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
"Zfp213",0,0,1,1,0,0,0,0,0,0,2,5.04439411935845,1,0,0,0,0,0,0,0,1.58496250072116,0,3.16992500144231,1,1,0,0,1.58496250072116,0,2.32192809488736,0,0,0,0,1,1,1,1.58496250072116,0,1,0,0,0
"Zfp217",1,1,0,0,0,1.58496250072116,0,0,0,1.58496250072116,0,4.95419631038687,0,1,0,0,0,0,1,0,0,1.58496250072116,3,0,1.58496250072116,1.58496250072116,1,1,0,0,0,1.58496250072116,0,0,1.58496250072116,0,0,0,2,0,0,0,0
"Zfp219",0,0,0,0,2,1,0,0,0,0,0,4.64385618977472,1,0,0,1,0,0,0,0,1.58496250072116,0,3.32192809488736,1,1.58496250072116,1.58496250072116,1.58496250072116,1,0,1.58496250072116,0,0,0,1.58496250072116,1,0,0,1,0,2,0,0,0
"Zfp235",0,0,0,1.58496250072116,0,1,1,2,0,1,1,4.58496250072116,1,1,1,0,0,0,0,0,2,1,3.58496250072116,1,1,1,2,1.58496250072116,1.58496250072116,0,1,2,1.58496250072116,2,2,0,0,0,0,1,0,0,0
"Zfp236",1.58496250072116,0,1,0,1.58496250072116,0,0,2,1.58496250072116,0,0,4.75488750216347,0,0,1,0,1,0,0,0,1,1.58496250072116,3.58496250072116,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,2,1.58496250072116,1,0,0
"Zfp239",0,0,0,1,2.32192809488736,0,2,0,0,0,0,4.39231742277876,2,0,0,2,2,1.58496250072116,1,1.58496250072116,1,1,2.58496250072116,2.32192809488736,1.58496250072116,2.32192809488736,1.58496250072116,2,1,1.58496250072116,0,2.32192809488736,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,2.58496250072116,2,1,0,0,0
"Zfp24",2,0,1,0,1,0,0,1.58496250072116,1,0,0,4.70043971814109,0,0,2,1.58496250072116,0,0,0,1,1.58496250072116,0,4.08746284125034,0,0,1.58496250072116,2.32192809488736,1.58496250072116,2,0,0,2,0,0,1,1.58496250072116,0,1.58496250072116,1,1,1.58496250072116,0,1.58496250072116
"Zfp248",1,0,0,1,1,0,0,0,1.58496250072116,1,1,4.52356195605701,0,0,1,0,1,0,0,1.58496250072116,2,0,3.8073549220576,1,1,1.58496250072116,1.58496250072116,1.58496250072116,1,0,1,2,1,0,1.58496250072116,1,0,1.58496250072116,1.58496250072116,2.32192809488736,0,0,0
"Zfp251",0,0,0,0,1.58496250072116,0,0,0,0,0,1,4.64385618977472,0,0,0,1,1.58496250072116,0,1,0,1,0,3.16992500144231,0,0,1.58496250072116,0,0,1,0,0,0,1,1.58496250072116,0,1.58496250072116,1.58496250072116,1,0,1.58496250072116,0,0,0
"Zfp260",1,0,0,0,0,1.58496250072116,0,0,0,0,0,4.52356195605701,1.58496250072116,0,0,1,1,0,1.58496250072116,1.58496250072116,1,1.58496250072116,4.08746284125034,2,1,0,0,0,0,0,1.58496250072116,1.58496250072116,0,2,1.58496250072116,2.32192809488736,2.58496250072116,2,1,1,0,1,0
