"log2foldchange","p.value","FDR","gene","direction"
-0.139452301160197,0.462920964226122,0.940213474273478,"1700129C05Rik","ns"
-0.10831202263516,0.696953756826873,0.982587004911204,"1810013L24Rik","ns"
0.0553099308431515,0.937727023722211,1,"1810024B03Rik","ns"
0.557193476588274,0.00150366165092063,0.136183473824235,"1810037I17Rik","ns"
0.117725839074975,0.783120810282687,0.996096087873682,"1810055G02Rik","ns"
0.211430971980148,0.662989780325825,0.980752189523642,"2010106E10Rik","ns"
-0.236085343789463,0.391033092178176,0.914441647138437,"Cracdl","ns"
0.365569293940144,0.306981802140604,0.893070029324815,"2200002D01Rik","ns"
-0.111001968868145,0.906276498008175,1,"2210016F16Rik","ns"
-0.0173125246354489,0.907764881743939,1,"2210016L21Rik","ns"
0.183244787819819,0.756196043083812,0.99025616289514,"2210418O10Rik","ns"
0.327196427577174,0.226265067527733,0.847413126729821,"2310011J03Rik","ns"
-0.115762738304512,0.753083273722203,0.99025616289514,"2310022B05Rik","ns"
-0.370367530389719,0.698269441119697,0.982587004911204,"2310033P09Rik","ns"
0.428408961199398,0.243583790808322,0.855271715600815,"2310039H08Rik","ns"
-0.647758235765795,0.0080455651825828,0.323911359802636,"2310050C09Rik","ns"
-0.0249583379247473,0.845026363142336,1,"2310057M21Rik","ns"
-0.324970756167256,0.0753209967693773,0.656335095678216,"2310061I04Rik","ns"
-0.532765194044954,0.214422603087052,0.838919052603,"2410002F23Rik","ns"
0.0754987192748868,0.633418026722737,0.974811859859798,"2410004B18Rik","ns"
-0.0875965254548945,0.906493542297749,1,"2410004P03Rik","ns"
0.107983534127676,0.559417685098841,0.962744449880033,"2410137M14Rik","ns"
-0.0706479175511596,0.969053649549204,1,"2510009E07Rik","ns"
-0.562233770410676,0.0235779049844611,0.455953714704457,"2610008E11Rik","ns"
-0.00515331456092172,0.637286261756051,0.974811859859798,"2610301B20Rik","ns"
0.0249158473588678,0.968731136182032,1,"2610318N02Rik","ns"
0.220700427527678,0.393564662405049,0.914441647138437,"2610507B11Rik","ns"
0.338525208498656,0.613348477656392,0.970909728271936,"2610528J11Rik","ns"
0.0232303046181337,0.876398655031052,1,"2810004N23Rik","ns"
0.269796314958781,0.43640658750928,0.934722483373357,"2810021J22Rik","ns"
0.366504387750901,0.484648436146499,0.948592676755966,"2810459M11Rik","ns"
0.334917099755752,0.192668135426336,0.824848142157534,"2900026A02Rik","ns"
-0.409467262260403,0.225907431083448,0.847413126729821,"3110082I17Rik","ns"
-0.366515609736244,0.308861206574581,0.893070029324815,"3110082J24Rik","ns"
-0.441384198530553,0.310912117518354,0.893070029324815,"3830406C13Rik","ns"
0.0517164237580454,0.937413216931887,1,"4833420G17Rik","ns"
0.00955726171083926,1,1,"4833439L19Rik","ns"
0.638818341296952,0.320231064294957,0.895215226969384,"4921504E06Rik","ns"
-0.403111825921273,0.223392099271958,0.847413126729821,"4921517D22Rik","ns"
-0.33064687700064,0.638981086850574,0.974811859859798,"4921524J17Rik","ns"
0.0333123046498056,0.605677647271959,0.970909728271936,"4921536K21Rik","ns"
-0.107157319394435,0.906276498008175,1,"4930402K13Rik","ns"
-0.453655807392079,0.595843012591057,0.970909728271936,"4930407I10Rik","ns"
0.160884469826694,0.385876320792283,0.914441647138437,"4930430F08Rik","ns"
0.14659254601301,0.93760688827029,1,"4930432M17Rik","ns"
-0.164455700744474,0.665224258737402,0.980752189523642,"4930444P10Rik","ns"
-0.276833749813533,0.324635356715204,0.895215226969384,"4930445K14Rik","ns"
-0.675595632558563,0.0218317488739346,0.44671349735644,"4930449I24Rik","ns"
-0.0424919971160602,1,1,"4930453N24Rik","ns"
0.547433282931622,0.0285176698849566,0.490363383196358,"4930467E23Rik","ns"
-0.104959874158637,0.904368470417574,1,"4930512M02Rik","ns"
0.263247780247504,0.370228285257967,0.910719461804429,"4930524J08Rik","ns"
-0.494738375944944,0.255070856197196,0.864657945707006,"4930544D05Rik","ns"
0.151249360026766,0.719066782762295,0.985922518491801,"4930544G11Rik","ns"
-0.286322169872141,0.635700484798354,0.974811859859798,"4930555G01Rik","ns"
