"UMAP_1","UMAP_2","cluster","myeloid_binary"
0.00891944920370236,-0.339909900784899,"Homeostatic Microglia","Myeloid"
-0.234092025405673,1.29240954959352,"Transiently Activated Microglia","Myeloid"
1.42661973988363,-0.328597892880846,"Homeostatic Microglia","Myeloid"
-3.01115348780802,-2.35375391399901,"IFN-Responsive Microglia","Myeloid"
-0.435425548202304,-0.652631153226305,"Mitochondrial-Activated Microglia","Myeloid"
-2.82845190013101,1.36724532687623,"Transiently Activated Microglia","Myeloid"
-0.455948619491366,0.202522168993544,"Homeostatic Microglia","Myeloid"
-0.16058519328287,-3.54364239132445,"Homeostatic Microglia","Myeloid"
0.600697727554532,-0.22814356243651,"Transiently Activated Microglia","Myeloid"
0.335761280410978,2.58352304542024,"Mitochondrial-Activated Microglia","Myeloid"
-1.5004000946348,0.8359671934839,"Homeostatic Microglia","Myeloid"
1.41771337544272,-1.90448938763182,"Primed Microglia","Myeloid"
-0.364350585586337,-0.560725559354235,"Homeostatic Microglia","Myeloid"
3.89807197605917,-0.0649126664404163,"Vascular Smooth Muscle Cells","Non-Myeloid"
1.44860288655111,1.62855638110597,"Primed Microglia","Myeloid"
4.7437360004122,-2.1176665917639,"CD8+ T Cells","Non-Myeloid"
-0.330800799972323,-1.17489372646849,"Mitochondrial-Activated Microglia","Myeloid"
1.21735879933188,0.206390987276625,"Homeostatic Microglia","Myeloid"
-1.17439344371012,-2.51579939281981,"Homeostatic Microglia","Myeloid"
-1.75656607592752,1.29313672625978,"Homeostatic Microglia","Myeloid"
-2.84047058070352,-2.50950371182005,"Homeostatic Microglia","Myeloid"
1.20045730625937,-1.68960224545043,"Primed Microglia","Myeloid"
-0.513896731979159,3.3601924880739,"Homeostatic Microglia","Myeloid"
-0.121209888107089,-3.49206530010741,"Primed Microglia","Myeloid"
-2.11870339358499,2.20484913432557,"IEG-High Microglia","Myeloid"
2.18555280720541,-1.57161461269896,"Homeostatic Microglia","Myeloid"
3.36387798344443,-0.459823001981188,"Vascular Smooth Muscle Cells","Non-Myeloid"
-2.04016569102457,0.210702310442518,"Mitochondrial-Activated Microglia","Myeloid"
0.936792583816739,3.26564575278718,"IFN-Responsive Microglia","Myeloid"
-0.150112418777255,2.86688555324037,"Transiently Activated Microglia","Myeloid"
3.3209836200411,3.24661947333772,"Infiltrating Macrophages","Myeloid"
-0.0896866604154383,-0.00634514248411744,"Transiently Activated Microglia","Myeloid"
-1.27949765170267,-3.11895452892821,"Primed Microglia","Myeloid"
2.50742980992148,0.0373917921777478,"Mitochondrial-Activated Microglia","Myeloid"
-0.603049544936923,-1.24515568172972,"Homeostatic Microglia","Myeloid"
-3.10204961741617,0.189545999407362,"Transiently Activated Microglia","Myeloid"
-0.208444385177401,-3.80802523052733,"Homeostatic Microglia","Myeloid"
0.825401039474698,2.96337355220277,"Transiently Activated Microglia","Myeloid"
2.81212970768759,2.39681435668428,"Homeostatic Microglia","Myeloid"
-0.747209815627841,-2.7210224763159,"Homeostatic Microglia","Myeloid"
-2.60304787600687,-2.48026739513915,"IFN-Responsive Microglia","Myeloid"
1.53331157719443,-0.397845615506578,"Primed Microglia","Myeloid"
