"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","gene_set_db","cluster","direction","cluster_dir","Pathway","logp"
NA,NA,"GO:0002753","cytosolic pattern recognition receptor signaling pathway","10/97","131/15173",1.08355018754242e-08,5.67057931480532e-07,4.37806917881511e-07,"20128/229898/14469/78781/16362/15944/83490/19106/71586/54123",10,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","cytosolic pattern recognition receptor signaling pathway [GO_BP]",6.24637257067125
NA,NA,"GO:0001819","positive regulation of cytokine production","16/97","429/15173",1.22853644175866e-08,6.24479901285495e-07,4.82140546287623e-07,"20846/19264/14972/16149/229898/78781/14964/12010/16362/60533/19106/27007/15040/329260/71586/54123",16,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of cytokine production [GO_BP]",6.20448153471381
NA,NA,"GO:0060759","regulation of response to cytokine stimulus","10/97","133/15173",1.25446721963279e-08,6.24479901285495e-07,4.82140546287623e-07,"434341/56045/547253/19264/20847/16149/80285/15944/71586/54123",10,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of response to cytokine stimulus [GO_BP]",6.20448153471381
NA,NA,"GO:0071222","cellular response to lipopolysaccharide","11/97","174/15173",1.39215402662815e-08,6.76520563892393e-07,5.22319443073268e-07,"20846/20128/229898/14469/12010/15944/60533/27007/209387/15945/17329",11,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","cellular response to lipopolysaccharide [GO_BP]",6.16971899781099
NA,NA,"GO:0050777","negative regulation of immune response","11/97","176/15173",1.56807263528463e-08,7.44287499678123e-07,5.74640082012507e-07,"434341/56045/547253/19264/14972/20847/14964/21354/14190/16362/15040",11,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","negative regulation of immune response [GO_BP]",6.12825927493047
NA,NA,"GO:0045071","negative regulation of viral genome replication","7/97","47/15173",1.78857005745455e-08,8.29652610741986e-07,6.40547697609919e-07,"23962/66141/78781/98999/19106/71586/80287",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","negative regulation of viral genome replication [GO_BP]",6.08110371583976
NA,NA,"GO:0045069","regulation of viral genome replication","8/97","74/15173",2.2179558754129e-08,9.85420075934867e-07,7.60810672618941e-07,"23962/229900/66141/78781/98999/19106/71586/80287",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of viral genome replication [GO_BP]",6.00637859410199
NA,NA,"GO:0071219","cellular response to molecule of bacterial origin","11/97","182/15173",2.22093696683017e-08,9.85420075934867e-07,7.60810672618941e-07,"20846/20128/229898/14469/12010/15944/60533/27007/209387/15945/17329",11,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","cellular response to molecule of bacterial origin [GO_BP]",6.00637859410199
NA,NA,"GO:1903037","regulation of leukocyte cell-cell adhesion","14/97","336/15173",2.7732326705831e-08,1.20429103843832e-06,9.29793797953616e-07,"19264/14972/16149/14964/14190/14961/12010/16362/16423/11461/15944/60533/14960/15040",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of leukocyte cell-cell adhesion [GO_BP]",5.91926854537588
NA,NA,"GO:0002819","regulation of adaptive immune response","11/97","189/15173",3.28077199132493e-08,1.38982393445083e-06,1.07303769043704e-06,"19264/14972/16149/14964/14961/12010/16362/60533/15040/329260/54123",11,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of adaptive immune response [GO_BP]",5.85704021351538
NA,NA,"GO:0050863","regulation of T cell activation","14/97","341/15173",3.33666696658945e-08,1.38982393445083e-06,1.07303769043704e-06,"19264/14972/16149/14964/14190/14961/12010/16362/16423/11461/15944/60533/14960/15040",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of T cell activation [GO_BP]",5.85704021351538
NA,NA,"GO:0022409","positive regulation of cell-cell adhesion","13/97","289/15173",3.7013774130492e-08,1.51090226000669e-06,1.16651831312309e-06,"19264/14972/16149/14964/14961/12010/16362/16423/11461/15944/60533/14960/15040",13,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of cell-cell adhesion [GO_BP]",5.82076362918361
NA,NA,"GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","6/97","31/15173",3.77801013737112e-08,1.51194484124989e-06,1.16732325606699e-06,"14972/14964/21354/12010/21356/15040",6,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","antigen processing and presentation of peptide antigen via MHC class I [GO_BP]",5.8204640524709
NA,NA,"GO:0032496","response to lipopolysaccharide","12/97","241/15173",4.24287930266932e-08,1.66533012629771e-06,1.28574702754979e-06,"20846/20128/229898/14469/12010/15944/60533/19106/27007/209387/15945/17329",12,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","response to lipopolysaccharide [GO_BP]",5.77849966136617
NA,NA,"GO:0002696","positive regulation of leukocyte activation","14/97","351/15173",4.78544587801544e-08,1.83558444102073e-06,1.41719482617294e-06,"19264/14972/16149/14964/14961/12010/16362/16423/11461/15944/60533/27007/14960/15040",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of leukocyte activation [GO_BP]",5.73622563217561
NA,NA,"GO:0046640","regulation of alpha-beta T cell proliferation","7/97","54/15173",4.85651934419986e-08,1.83558444102073e-06,1.41719482617294e-06,"19264/14972/14964/16362/15944/60533/15040",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of alpha-beta T cell proliferation [GO_BP]",5.73622563217561
NA,NA,"GO:0060337","type I interferon-mediated signaling pathway","7/97","55/15173",5.53590247316526e-08,2.01763874066613e-06,1.55775300795647e-06,"434341/20846/56045/20847/66141/71586/54123",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","type I interferon-mediated signaling pathway [GO_BP]",5.69515659180589
NA,NA,"GO:0071357","cellular response to type I interferon","7/97","55/15173",5.53590247316526e-08,2.01763874066613e-06,1.55775300795647e-06,"434341/20846/56045/20847/66141/71586/54123",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","cellular response to type I interferon [GO_BP]",5.69515659180589
NA,NA,"GO:0051251","positive regulation of lymphocyte activation","13/97","303/15173",6.44716850385095e-08,2.3085387572561e-06,1.78234741463802e-06,"19264/14972/16149/14964/14961/12010/16362/16423/11461/15944/60533/14960/15040",13,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of lymphocyte activation [GO_BP]",5.63666282983228
NA,NA,"GO:0071216","cellular response to biotic stimulus","11/97","206/15173",7.93616415773842e-08,2.78157090040274e-06,2.1475600907207e-06,"20846/20128/229898/14469/12010/15944/60533/27007/209387/15945/17329",11,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","cellular response to biotic stimulus [GO_BP]",5.55570986570293
NA,NA,"GO:0007159","leukocyte cell-cell adhesion","14/97","366/15173",8.04079780126221e-08,2.78157090040274e-06,2.1475600907207e-06,"19264/14972/16149/14964/14190/14961/12010/16362/16423/11461/15944/60533/14960/15040",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","leukocyte cell-cell adhesion [GO_BP]",5.55570986570293
NA,NA,"GO:0002237","response to molecule of bacterial origin","12/97","257/15173",8.59027299793025e-08,2.92212453146261e-06,2.25607696103537e-06,"20846/20128/229898/14469/12010/15944/60533/19106/27007/209387/15945/17329",12,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","response to molecule of bacterial origin [GO_BP]",5.53430127978619
NA,NA,"GO:0002821","positive regulation of adaptive immune response","9/97","123/15173",8.83350302437819e-08,2.93247054799611e-06,2.26406478266597e-06,"19264/14972/16149/14964/14961/12010/60533/15040/329260",9,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of adaptive immune response [GO_BP]",5.53276634098805
NA,NA,"GO:0046633","alpha-beta T cell proliferation","7/97","59/15173",9.11506544501151e-08,2.93247054799611e-06,2.26406478266597e-06,"19264/14972/14964/16362/15944/60533/15040",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","alpha-beta T cell proliferation [GO_BP]",5.53276634098805
NA,NA,"GO:0060760","positive regulation of response to cytokine stimulus","7/97","59/15173",9.11506544501151e-08,2.93247054799611e-06,2.26406478266597e-06,"434341/547253/16149/80285/15944/71586/54123",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of response to cytokine stimulus [GO_BP]",5.53276634098805
NA,NA,"GO:0050867","positive regulation of cell activation","14/97","370/15173",9.19540005251107e-08,2.93247054799611e-06,2.26406478266597e-06,"19264/14972/16149/14964/14961/12010/16362/16423/11461/15944/60533/27007/14960/15040",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of cell activation [GO_BP]",5.53276634098805
NA,NA,"GO:0001959","regulation of cytokine-mediated signaling pathway","9/97","124/15173",9.47505178775374e-08,2.9717039658347e-06,2.29435562384515e-06,"434341/56045/547253/19264/20847/16149/80285/15944/54123",9,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of cytokine-mediated signaling pathway [GO_BP]",5.52699445615236
NA,NA,"GO:0045824","negative regulation of innate immune response","8/97","89/15173",9.60962575919109e-08,2.9717039658347e-06,2.29435562384515e-06,"434341/56045/547253/14972/20847/14964/21354/15040",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","negative regulation of innate immune response [GO_BP]",5.52699445615236
NA,NA,"GO:0002758","innate immune response-activating signaling pathway","11/97","217/15173",1.34647865346494e-07,4.07310794476334e-06,3.14471368179207e-06,"20128/229898/14469/78781/16362/15944/83490/19106/27007/71586/54123",11,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","innate immune response-activating signaling pathway [GO_BP]",5.39007408016839
NA,NA,"GO:0050688","regulation of defense response to virus","8/97","93/15173",1.3570374338261e-07,4.07310794476334e-06,3.14471368179207e-06,"20846/20128/80285/78781/17472/14190/15944/80287",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of defense response to virus [GO_BP]",5.39007408016839
NA,NA,"GO:0002449","lymphocyte mediated immunity","12/97","270/15173",1.46964513025241e-07,4.34716769687706e-06,3.35630627000436e-06,"19264/14972/16149/14964/21354/14190/14961/12010/27007/15040/329260/54123",12,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","lymphocyte mediated immunity [GO_BP]",5.36179360608853
NA,NA,"GO:0002757","immune response-activating signaling pathway","14/97","385/15173",1.49846535914086e-07,4.36909685429498e-06,3.37323705659227e-06,"20128/19264/229898/14469/78781/16362/16423/15944/83490/19106/27007/329260/71586/54123",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","immune response-activating signaling pathway [GO_BP]",5.35960832772815
NA,NA,"GO:0062207","regulation of pattern recognition receptor signaling pathway","9/97","132/15173",1.62460580880755e-07,4.67016965602283e-06,3.60568553859882e-06,"20128/229898/14469/78781/16362/15944/83490/19106/54123",9,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of pattern recognition receptor signaling pathway [GO_BP]",5.3306673422741
NA,NA,"GO:0002764","immune response-regulating signaling pathway","14/97","393/15173",1.92659698871994e-07,5.46136729719083e-06,4.21654340952303e-06,"20128/19264/229898/14469/78781/16362/16423/15944/83490/19106/27007/329260/71586/54123",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","immune response-regulating signaling pathway [GO_BP]",5.26269861456882
NA,NA,"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","12/97","282/15173",2.35098975813462e-07,6.57310972103117e-06,5.07488344329852e-06,"19264/14972/16149/14964/14190/14961/12010/16362/60533/15040/329260/54123",12,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains [GO_BP]",5.18222911823832
NA,NA,"GO:0051249","regulation of lymphocyte activation","15/97","465/15173",2.43529394006091e-07,6.71680396170853e-06,5.18582507577692e-06,"19264/14972/16149/14964/14190/14961/12010/16362/16423/11461/15944/60533/14960/15040/75345",15,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of lymphocyte activation [GO_BP]",5.17283732694184
NA,NA,"GO:0019079","viral genome replication","8/97","106/15173",3.75461234418213e-07,1.02175517259676e-05,7.88863814630266e-06,"23962/229900/66141/78781/98999/19106/71586/80287",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","viral genome replication [GO_BP]",4.99065315501148
NA,NA,"GO:0031348","negative regulation of defense response","11/97","241/15173",3.86419189701794e-07,1.03773890287021e-05,8.01204331002195e-06,"434341/56045/547253/20128/14972/20847/14964/21354/14190/15944/15040",11,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","negative regulation of defense response [GO_BP]",4.98391190208146
NA,NA,"GO:0046635","positive regulation of alpha-beta T cell activation","7/97","77/15173",5.8514736346716e-07,1.55102047900841e-05,1.19749228039691e-05,"19264/14972/14964/14961/16362/15944/15040",7,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of alpha-beta T cell activation [GO_BP]",4.80938246791068
NA,NA,"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","5/97","27/15173",6.94978780793849e-07,1.81510047989695e-05,1.40137982846682e-05,"14972/14964/16362/60533/15040",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of CD8-positive, alpha-beta T cell activation [GO_BP]",4.74109932839265
NA,NA,"GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","8/97","115/15173",7.02562165173244e-07,1.81510047989695e-05,1.40137982846682e-05,"19264/14972/14964/14961/12010/60533/15040/329260",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains [GO_BP]",4.74109932839265
NA,NA,"GO:0022407","regulation of cell-cell adhesion","14/97","438/15173",7.12739993895618e-07,1.8183779094262e-05,1.40391022481808e-05,"19264/14972/16149/14964/14190/14961/12010/16362/16423/11461/15944/60533/14960/15040",14,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of cell-cell adhesion [GO_BP]",4.74031585327988
NA,NA,"GO:0002477","antigen processing and presentation of exogenous peptide antigen via MHC class Ib","4/97","12/15173",7.46984959394873e-07,1.88221765694437e-05,1.4531988098949e-05,"14972/14964/12010/15040",4,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","antigen processing and presentation of exogenous peptide antigen via MHC class Ib [GO_BP]",4.72533015681515
NA,NA,"GO:0002221","pattern recognition receptor signaling pathway","10/97","206/15173",7.70317611590395e-07,1.91733932348292e-05,1.48031510211915e-05,"20128/229898/14469/78781/16362/15944/83490/19106/71586/54123",10,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","pattern recognition receptor signaling pathway [GO_BP]",4.71730102052033
NA,NA,"GO:0046634","regulation of alpha-beta T cell activation","8/97","117/15173",8.01567812111043e-07,1.97108422231161e-05,1.52180978405863e-05,"19264/14972/14964/14961/16362/15944/60533/15040",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of alpha-beta T cell activation [GO_BP]",4.70529481838737
NA,NA,"GO:0046597","negative regulation of viral entry into host cell","5/97","28/15173",8.41793235243809e-07,2.04535713468168e-05,1.57915347513782e-05,"20128/16149/66141/17069/209387",5,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","negative regulation of viral entry into host cell [GO_BP]",4.6892308499648
NA,NA,"GO:0032479","regulation of type I interferon production","8/97","119/15173",9.12253665351827e-07,2.19048203645068e-05,1.69119967434264e-05,"20846/229900/78781/17472/16362/15944/71586/54123",8,"GO_BP","Infiltrating_Macrophages","UP","Infiltrating_Macrophages_UP","regulation of type I interferon production [GO_BP]",4.65946030400251
